PIN,S_SEX,S_AGE,EDU,NATIVE_LANG,WHERE_RAISED,NSIDES,SIDE_DATA
7542,F,54,15,English,NJ,1,01097_A/f.a
7543,M,31,14,English,IN,1,00402_A/m.a
7544,F,55,17,English,NY,3,00487_B/f.a;01538_A/f.a;02177_B/f.a
7545,M,19,14,English,NY,3,01289_A/m.a;03187_A/m.a;03934_A/m.a
7546,F,51,12,English,IL,4,00556_A/f.a;05616_A/m.a;08229_B/f.a;11010_A/m.a
7547,F,49,18,English,FL,3,00972_B/f.a;07744_A/f.a;08175_B/f.a
7550,F,36,20,English,IL,1,00350_B/f.a
7557,F,54,14,English,MI,1,00431_A/f.a
7558,M,51,17,English,MI,1,00705_B/m.a
7559,F,45,16,English,NY,1,00815_B/f.a
7562,M,49,17,English,FL,3,01133_B/m.a;03441_B/m.a;04301_B/m.a
7566,F,23,16,English,TN,1,08545_A/f.a
7568,F,45,12,English,MN,3,00734_A/m.a;01651_A/m.a;03382_B/m.a
7569,F,41,12,English,PA,2,03092_B/f.a;06227_B/f.a
7572,F,44,23,English,NA,1,00267_B/f.a
7573,F,55,25,English,CA,3,01125_B/f.a;01651_B/f.a;03405_A/f.a
7576,F,47,15,English,AZ,1,03836_A/f.a
7578,F,58,16,English,NJ,1,00416_A/f.a
7585,F,20,14,English,ND,1,01188_B/f.a
7587,F,35,14,English,PA,1,00932_B/f.a
7589,M,42,17,English,India,1,01286_B/m.o
7592,F,52,12,English,KS,3,00986_A/f.a;01361_B/f.a;03403_A/f.a
7594,F,35,21,English,NJ,1,00596_A/f.a
7596,F,30,18,English,IA,3,00156_A/f.a;00199_A/f.a;02924_A/m.a
7603,M,43,20,English,CA,1,00389_B/m.a
7604,F,49,12,English,OR,3,00611_B/f.a;01677_A/f.a;02018_B/f.a
7605,F,29,15,English,NJ,3,00667_A/f.a;01756_B/f.a;05961_B/f.a
7608,F,56,12,English,LA,3,02794_A/f.a;04022_A/f.a;08158_A/f.a
7612,F,35,15,English,AZ,2,00804_B/f.a;03382_A/f.a
7613,F,35,14,English,OH,1,05893_A/f.a
7617,M,33,12,English,OH,3,00956_A/m.a;04287_B/m.a;04491_A/m.a
7618,M,25,18,English,MD,1,00325_A/m.a
7622,F,26,12,English,PA,1,00579_A/f.a
7626,F,27,14,English,GA,1,01322_A/f.a
7627,F,33,16,English,VA,3,01020_B/f.a;06125_B/f.a;06695_A/f.a
7634,M,20,16,Polish,PA,1,00426_B/m.a
7637,F,25,13,English,TX,3,01089_B/f.a;04079_B/f.a;04514_B/f.a
7639,F,60,12,English,NY,1,00668_B/f.a
7641,M,26,12,English,NC,1,00670_A/m.a
7643,M,21,16,English,NJ,1,00433_A/m.a
7645,F,34,25,English,CA,3,00104_A/f.a;00244_A/f.a;06924_A/f.a
7646,F,62,14,English,WA,2,01134_A/f.a;03740_A/f.a
7654,F,32,16,English,MN,2,01472_A/f.a;03410_B/f.a
7655,M,26,16,Spanish,Argentina,3,03191_B/m.a;05376_A/m.a;06997_B/m.a
7657,F,37,20,English,IL,1,00798_A/f.a
7665,F,36,19,English,OH,1,00616_A/f.a
7668,M,23,16,English,TX,1,00411_A/m.a
7676,F,50,16,English,NY,2,00480_B/f.a;07883_B/f.a
7679,F,29,18,English,AZ,2,00121_B/f.a;00179_B/f.a
7680,F,22,15,English,NJ,1,00775_B/f.a
7687,F,53,16,English,MI,3,00649_A/f.a;01798_A/f.a;02865_A/f.a
7698,F,19,14,English,NY,1,00499_B/f.a
7703,M,47,20,English,NA,1,00255_A/m.a
7704,F,31,12,English,MS,2,00531_A/f.a;01684_B/f.a
7706,F,33,19,English,OH,1,00739_A/f.a
7711,F,38,12,English,NC,1,00720_B/f.a
7712,M,29,16,English,PA,3,00387_B/m.a;05209_B/m.a;06833_B/m.a
7714,F,35,16,English,CA,1,01569_A/f.a
7715,M,64,12,English,NJ,3,00907_A/m.a;03416_B/m.a;03645_A/m.a
7717,F,46,13,English,IL,1,00736_A/f.a
7719,F,50,13,English,IL,1,07999_A/m.a
7720,F,29,14,English,IN,2,00429_A/f.a;07076_A/f.a
7721,F,43,12,English,CA,2,01119_A/f.a;01353_B/f.a
7723,M,51,13,English,NJ,1,07353_B/m.a
7726,F,31,18,Korean,OK,2,00032_B/f.a;00230_B/f.a
7728,F,49,15,English,PA,2,00894_A/f.a;01362_A/f.a
7730,F,38,12,English,WI,2,00518_B/f.a;06960_B/f.a
7733,M,52,20,English,AZ,1,01114_A/m.a
7734,M,42,12,English,MO,1,01307_B/m.a
7735,F,44,14,English,WA,2,00492_A/f.a;02969_B/f.a
7744,F,56,17,English,NY,1,00379_B/f.a
7746,M,37,18,English,TX,1,00702_B/m.o
7748,F,40,14,English,NY,3,00628_B/f.a;07394_B/f.a;07741_A/f.a
7749,F,31,13,English,FL,2,00524_A/f.a;01798_B/f.a
7750,F,35,12,English,OH,2,01112_B/f.a;04021_A/f.a
7751,M,19,14,English,IL,1,00151_A/m.a
7753,F,60,21,English,MA,1,00697_B/f.a
7754,M,20,14,Chinese,China,1,00314_B/m.o
7759,F,34,25,English,IL,1,00367_A/f.a
7760,F,31,7,English,PA,2,00478_A/f.a;01676_B/f.a
7766,F,31,16,English,OH,1,00469_B/f.a
7768,F,19,12,English,CA,1,01147_B/f.a
7773,F,38,14,English,PA,2,02134_B/f.a;06973_A/f.a
7774,F,32,16,English,OR,1,00364_B/f.a
7776,M,23,12,English,ID,1,00801_B/m.a
7777,M,30,16,English,WA,3,01907_B/f.a;02134_A/f.a;04001_B/f.a
7780,M,16,10,English,PA,2,01654_A/m.a;04112_A/m.a
7787,F,22,15,English,UT,1,01124_A/f.o
7789,M,19,12,English,NC,3,01323_B/m.a;04699_A/m.a;07017_A/m.a
7790,F,47,12,English,TX,2,00992_B/f.a;02923_B/f.a
7797,F,38,15,English,TX,1,00403_B/f.a
7801,F,48,12,English,NC,1,00608_B/f.a
7804,M,47,13,English,CT,1,00958_B/m.a
7808,F,27,16,English,FL,1,00759_B/f.a
7809,F,26,12,English,FL,1,00336_B/f.a
7810,F,33,12,English,WI,3,00219_B/f.a;00250_B/f.a;00282_B/f.a
7816,M,26,17,English,TX,2,00132_A/m.a;00188_B/m.a
7817,M,64,20,English,MA,3,00380_A/m.a;01708_B/m.a;03005_B/m.a
7818,F,51,16,English,NY,2,03397_A/f.a;06356_A/f.a
7823,F,28,16,English,MO,1,00240_A/f.a
7825,F,29,23,Mandarin,Taiwan,1,00440_A/f.o
7827,F,39,12,English,AL,2,01253_B/f.a;04585_A/f.a
7831,F,33,16,English,IL,1,01196_A/f.a
7832,M,50,16,English,IL,1,00814_A/m.a
7834,F,32,24,English,NY,3,00382_B/f.a;06180_B/f.a;06574_A/f.a
7836,F,29,16,English,PA,1,01325_B/f.a
7837,F,40,12,English,AZ,1,01226_A/f.a
7841,F,23,12,English,MD,1,04023_A/f.a
7846,F,38,16,English,NY,3,01075_A/f.a;04023_B/m.a;07854_A/f.a
7848,NA,NA,NA,NA,NA,3,01426_A/f.a;03516_A/f.a;04061_A/m.a
7849,F,19,15,English,NA,2,00101_B/f.a;00143_A/f.a
7859,F,44,12,English,OK,1,00642_B/f.a
7860,F,25,16,English,PA,1,00336_A/f.a
7861,F,28,12,English,NY,1,01089_A/f.a
7867,F,26,19,Chinese,China,1,00459_B/f.o
7868,F,25,12,English,AL,1,01804_A/f.a
7869,F,28,14,English,KS,3,01143_A/f.a;06277_A/f.a;06899_A/f.a
7870,F,25,20,English,IL,1,00227_A/f.a
7871,F,36,12,English,AR,1,02795_A/f.a
7872,M,30,16,English,IN,1,01151_A/m.a
7876,M,35,16,English,GA,3,00826_B/m.a;01829_B/m.a;01998_A/m.a
7878,F,48,14,English,CA,2,01192_A/f.a;01700_B/f.a
7881,F,41,15,English,FL,3,03141_B/f.a;08137_A/f.a;08446_A/f.a
7883,F,65,13,English,MS,1,08379_A/f.a
7893,M,33,13,English,OK,3,01777_B/m.a;04178_B/m.a;04435_B/m.a
7895,M,30,16,Urdu,NY,1,02157_A/m.o
7901,F,37,14,English,WA,1,00987_A/f.a
7902,F,26,20,Greek,Cyprus,1,00460_B/f.o
7915,M,47,18,English,PA,2,00121_A/m.a;00291_A/m.a
7920,F,32,12,English,CA,2,07062_A/f.a;07988_B/f.a
7921,F,30,12,English,CA,1,00695_B/f.a
7923,F,37,12,English,NJ,1,00550_A/f.a
7931,F,25,18,Korean,HI,1,00363_A/f.o
7932,M,26,18,English,NA,1,00403_A/m.a
7936,F,44,16,English,AR,1,00796_A/f.a
7944,F,46,14,NA,CA,1,00927_B/f.a
7947,F,29,16,English,MN,3,01292_B/f.a;02234_A/f.a;02434_A/f.a
7951,F,56,12,English,MS,2,06295_B/f.a;07588_B/f.a
7955,F,26,20,Chinese,China,1,00423_B/f.a
7957,F,31,16,English,CA,1,00823_B/f.a
7958,M,44,15,English,GA,1,00622_A/m.a
7960,F,37,15,English,MD,1,03330_A/f.a
7964,M,18,13,NA,WA,3,01207_A/m.o;01606_B/m.a;01697_B/f.a
7965,F,52,19,German,Germany,2,01353_A/f.o;01463_A/f.o
7972,F,49,13,English,WA,3,01026_A/f.a;02897_A/f.a;05885_A/f.a
7973,F,21,16,English,CT,1,04327_B/f.a
7978,F,29,12,English,TN,1,00625_B/f.a
7980,M,36,20,English,CA,1,00414_B/m.a
7981,M,55,17,English,CA,2,00115_B/m.a;00173_B/m.a
7983,M,58,18,English,NY,4,01248_A/m.a;02396_B/m.a;02551_A/m.a;02640_A/m.a
7989,F,38,15,English,TX,3,00970_B/f.a;02452_B/f.a;02454_A/f.a
7995,M,50,19,English,NY,1,04114_A/f.a
7997,M,66,12,English,NC,2,01357_A/f.a;01473_B/m.a
7998,F,27,14,English,NY,2,01387_B/f.a;07004_A/f.a
8000,M,51,21,English,MI,3,00114_B/m.a;00171_B/m.a;00290_B/m.a
8002,F,27,18,English,PA,1,00809_B/f.a
8016,F,35,24,English,OH,2,06623_A/f.a;06982_A/f.a
8017,F,56,24,English,IL,1,00664_A/f.a
8018,F,27,14,English,PA,1,00597_A/f.a
8019,F,44,12,English,NC,3,00718_A/f.a;01708_A/f.a;02813_B/f.a
8021,M,32,14,English,TX,1,01144_B/m.a
8023,M,28,18,English,AZ,3,01101_A/m.a;03487_A/m.a;03711_B/m.a
8024,M,23,15,English,Singapore,1,00458_A/m.o
8025,F,38,12,English,PA,1,07212_B/f.a
8027,M,29,12,English,CA,3,01248_B/m.o;02026_A/m.a;03488_A/m.a
8028,F,36,17,English,CT,2,00193_A/f.a;00227_B/f.a
8030,F,27,19,Chinese,NA,1,00463_B/f.o
8031,M,42,16,English,NC,1,00402_B/m.a
8032,M,62,16,English,NY,1,00395_B/m.a
8038,M,43,13,English,MN,1,00516_A/m.a
8040,F,22,16,English,CA,1,07061_A/f.a
8041,F,30,24,English,NJ,2,00203_B/f.a;00239_B/f.a
8049,F,38,12,English,NY,1,00551_A/f.a
8053,F,34,16,English,OH,2,00489_B/f.a;06869_B/f.a
8058,F,31,12,English,MO,1,00783_B/f.a
8061,NA,NA,NA,NA,NA,2,05873_A/f.a;05874_B/f.a
8063,F,48,17,English,NY,1,01705_A/f.a
8064,F,43,22,English,Canada,1,00097_B/f.a
8068,F,42,14,English,AZ,3,01054_B/f.a;01452_A/f.a;01652_A/f.a
8070,M,24,17,English,PA,1,00360_B/m.a
8071,F,45,12,English and French,LA,1,01198_B/f.a
8084,F,18,12,English,NY,1,00329_A/f.a
8086,F,60,18,English,DE,1,02046_B/f.a
8088,F,31,12,English,NH,1,01148_A/f.a
8090,F,20,14,English,FL,2,00506_B/f.a;08821_A/f.a
8097,F,37,17,English,MN,3,00241_A/f.a;00243_A/f.a;00278_A/f.a
8098,M,48,20,English,PA,1,00376_B/m.a
8099,M,19,12,English,PA,1,01300_A/m.a
8101,M,62,18,English,FL,1,00675_B/m.a
8103,F,28,18,English,FL,1,01179_B/f.a
8111,F,34,12,English,MI,1,00755_A/f.a
8115,F,27,15,English,PA,1,00417_B/f.a
8117,F,46,18,English,FL,1,00612_A/f.a
8118,F,21,12,English,OK,1,00311_B/f.a
8119,M,66,18,English,NA,3,00561_A/m.a;03361_B/m.a;03603_A/m.a
8122,F,31,19,English,PA,2,01058_A/f.a;07641_A/f.a
8124,F,53,20,English,CA,3,00113_B/f.a;00171_A/f.a;00287_B/f.a
8127,F,25,19,English,NY,3,00875_A/f.a;05986_B/f.a;07229_B/f.a
8131,F,33,12,English,TX,1,00662_B/f.a
8139,F,37,14,English,PA,1,00746_A/f.a
8140,F,49,17,English,IL,1,01107_A/f.a
8143,F,27,20,Korean,Korea,3,01290_A/f.o;01387_A/f.o;01856_A/f.o
8146,F,39,12,English,NY,1,00764_B/f.a
8147,F,34,18,English,NA,1,00328_B/f.a
8149,M,31,17,English,FL,3,01180_B/m.a;01354_B/m.a;01362_B/m.a
8156,F,44,12,English,CT,2,00890_B/f.a;08231_A/f.a
8157,M,23,13,English,NA,1,00224_B/f.a
8158,M,31,16,English,Canada,1,05236_A/m.a
8160,M,19,14,English,MA,2,00767_B/m.a;07905_A/m.a
8163,F,55,16,English,CA,1,00892_A/f.a
8165,F,25,13,English,FL,1,01254_A/f.a
8166,F,39,12,English,VA,1,00924_A/f.a
8170,F,35,14,English,NC,1,00598_A/f.a
8176,F,27,12,English,CA,1,01557_A/f.a
8182,M,31,12,Afrikaans,South Africa,1,00335_B/m.o
8183,F,26,12,English and Hindi,CA,1,00789_B/f.o
8185,F,28,17,English,OH,2,01271_A/f.a;01438_B/f.a
8186,F,59,14,English,MN,1,07545_A/f.a
8191,F,34,14,English,NA,3,00876_A/f.a;03357_A/f.a;06342_A/f.a
8199,F,32,19,English,NA,3,00136_B/f.a;00167_B/f.a;00276_B/f.a
8203,F,26,15,English,PA,2,00712_A/f.a;03097_B/f.a
8204,F,51,14,English,OH,2,00987_B/f.a;06915_A/f.a
8205,M,41,16,English,NY,3,03001_A/m.a;04220_A/f.a;04529_A/m.a
8207,F,70,12,English,PA,1,00455_B/f.a
8208,F,27,16,English,FL,2,01115_B/f.a;01473_A/f.a
8210,F,43,12,English,AL,2,01861_A/f.a;02334_A/f.a
8214,F,63,12,English,MA,1,00725_A/f.a
8215,NA,NA,NA,NA,NA,2,01414_A/f.a;02999_B/f.a
8216,M,58,16,English,OR,3,01692_A/m.a;01861_B/m.a;11281_A/m.a
8219,F,51,15,English,WV,2,01991_A/f.a;02148_B/f.a
8222,M,19,13,English,MD,1,00749_B/m.a
8225,F,41,16,English,CT,1,00586_B/f.a
8236,M,25,17,English,UT,3,00848_B/m.a;03188_B/m.a;03689_A/m.a
8237,F,32,12,English,OR,3,00775_A/f.a;06053_B/f.a;06268_B/f.a
8240,F,37,17,English,CA,3,01170_B/f.a;03954_A/f.a;07984_B/f.a
8243,M,56,20,English,CA,2,01766_A/m.a;02919_A/m.a
8247,M,24,17,English,CA,1,00259_A/m.a
8248,F,36,12,English,ME,1,00550_B/f.a
8251,F,36,14,English,PA,1,00588_B/f.a
8255,M,71,10,English,PA,1,00857_A/m.a
8257,F,24,17,English,CA,1,00234_B/f.a
8260,F,47,16,English,NY,3,00727_B/f.a;08166_A/f.a;09017_A/f.a
8261,F,33,15,English,NA,1,03324_A/f.a
8262,F,50,14,English,KY,3,01150_B/f.a;06176_B/f.a;07364_B/f.a
8271,M,25,19,Spanish,NA,1,00223_A/m.o
8272,F,41,12,English,PA,1,01742_B/f.a
8273,M,52,20,English,MI,1,00310_A/m.a
8278,F,34,16,English,CA,3,00965_A/f.a;05941_B/f.a;06855_A/f.a
8291,F,69,12,English,MD,2,01283_B/f.a;01547_A/f.a
8292,F,21,15,English,NY,2,00053_A/f.a;00071_A/f.a
8293,F,48,13,English,TN,2,03454_A/f.a;06160_A/f.a
8294,F,31,12,English,MI,1,00936_A/f.a
8299,F,41,17,English,NC,3,00994_B/f.a;03969_B/f.a;05977_A/f.a
8303,F,44,12,English,NC,1,00603_A/f.a
8306,F,33,18,English,NJ,2,01285_B/f.a;06625_A/f.a
8311,F,36,12,English,NA,3,01297_B/f.a;01613_A/f.a;02336_A/f.a
8312,F,18,13,English,PA,1,01283_A/f.a
8313,F,18,12,English,PA,1,02785_A/f.a
8315,F,21,13,English,MA,1,00330_B/f.a
8321,F,19,14,English,TN,3,00981_B/f.a;01474_A/f.a;02808_B/f.a
8322,F,45,17,English,AL,1,00623_A/f.a
8324,M,47,14,English,NJ,1,00665_A/m.a
8325,M,55,20,English,PA,2,02013_A/m.a;03183_A/m.a
8327,F,63,14,English,NY,1,01173_A/f.a
8328,F,21,13,English,VA,3,01190_A/f.a;01378_B/f.a;03927_B/f.a
8330,F,32,18,English,NY,2,04989_B/f.a;08275_B/f.a
8332,F,21,16,English,MI,1,00543_B/f.a
8334,F,49,12,English,PA,1,01211_B/m.a
8335,F,28,14,English,PA,2,00131_A/f.a;00197_A/f.a
8338,F,20,14,English,PA,2,00501_A/f.a;02110_A/f.a
8342,F,55,12,English,NY,2,01577_B/f.a;08541_A/f.a
8344,F,30,16,English,NE,1,01131_B/f.a
8349,F,45,13,English,MN,1,00630_A/f.a
8350,M,23,19,English,United Kingdom,1,01073_A/m.o
8355,M,21,16,English,WA,3,00182_B/m.a;00259_B/m.a;03628_A/m.a
8362,F,38,16,English,CA,1,00807_A/f.a
8368,F,43,18,English,IL,1,01302_A/f.a
8375,F,38,12,English,TX,1,00843_A/f.a
8377,M,49,18,Hebrew,NY,1,00650_A/m.o
8380,F,39,16,English,CO,1,02570_B/f.a
8383,F,46,17,English,SC,3,01125_A/f.a;01403_A/f.a;01778_B/f.a
8387,F,29,17,English,OH,2,01305_B/f.a;07642_A/f.a
8395,F,42,12,English,IN,3,00609_A/f.a;05967_A/f.a;07150_B/f.a
8396,F,45,16,English,CO,4,01275_B/f.a;01452_B/f.a;01474_B/f.a;01657_A/f.a
8399,F,25,17,English,NY,1,00427_A/f.a
8401,F,26,14,English,CA,1,00935_A/f.a
8406,M,56,17,English,TX,3,01116_A/m.a;04234_A/m.a;04448_A/m.a
8407,M,48,24,English,CA,2,00744_A/m.a;03078_B/m.a
8408,F,29,16,English,VA,1,00594_A/f.a
8412,F,44,12,English,TX,1,00568_B/f.a
8414,F,47,18,English,IL,1,00078_A/f.a
8416,F,20,14,English,GA,1,00959_A/f.a
8417,F,33,15,English,IL,1,01277_B/f.a
8422,F,23,16,English,IL,1,01293_A/f.a
8423,F,38,14,English,NY,1,07937_A/f.a
8426,F,29,12,English,NJ,1,00742_A/f.a
8427,F,40,12,English,CA,1,01264_B/f.a
8428,F,42,14,English,NJ,1,00439_B/f.a
8437,F,28,12,English,MD,1,00670_B/f.a
8439,F,37,14,English,CA,1,00860_B/f.a
8441,M,19,12,English,CA,2,00665_B/m.a;03646_A/m.a
8445,F,27,20,English,OK,3,01199_A/f.a;07414_B/f.a;08398_A/f.a
8450,F,64,19,English,PA,3,01221_A/f.a;06622_B/f.a;06864_B/f.a
8452,F,37,13,English,MA,3,00598_B/f.a;01738_B/f.a;07052_B/f.a
8453,F,41,18,English,OR,2,00122_A/f.a;00205_B/f.a
8454,F,58,13,English,MI,2,00484_B/f.a;08736_A/f.a
8455,M,26,16,Chinese,NA,2,00361_B/m.o;03919_B/m.o
8457,M,26,21,English,CA,1,00474_A/m.a
8463,F,18,12,English,NY,1,00344_B/f.a
8465,M,21,16,English,TX,3,01834_B/m.a;02132_B/m.a;02264_A/m.a
8474,F,48,16,English,AZ,3,00953_B/f.a;06080_A/f.a;06538_A/f.a
8475,F,41,16,English,WI,1,00345_B/f.a
8477,M,23,17,Hindi,NA,1,00244_B/m.o
8482,F,53,12,English,MO,1,04674_B/f.a
8483,M,30,16,English,WY,1,00308_B/m.a
8486,M,65,12,English,NE,1,01295_B/m.a
8491,F,39,14,English,OH,1,01410_A/f.a
8492,F,58,18,English,IL,1,01296_A/f.a
8494,F,41,16,English,IN,2,02199_B/f.a;03300_B/f.a
8499,M,48,12,English,TX,2,01462_A/m.a;01652_B/m.a
8502,F,38,16,English,MD,3,01311_B/f.a;01439_A/f.a;02783_A/f.a
8503,F,35,15,English,NA,1,00370_A/f.a
8507,F,18,12,English,WI,3,01190_B/f.a;01380_A/f.a;07756_A/f.a
8509,F,25,14,Czech,Czech Republic,1,00769_A/f.o
8510,F,30,12,English,FL,1,00517_A/f.a
8512,F,31,12,English,NY,1,00566_A/f.a
8514,M,42,16,English,MD,3,00045_B/m.a;00053_B/m.a;00076_B/m.a
8515,F,40,14,English,GA,1,01045_B/f.a
8517,F,36,15,English,NH,1,00566_B/f.a
8519,F,56,14,English,KS,1,01321_A/f.a
8521,F,50,14,English,MI,1,08002_B/f.a
8522,F,62,8,English,NA,3,00120_B/f.o;00213_A/f.o;00283_B/f.o
8524,F,33,16,English,NY,1,01960_B/f.a
8526,F,50,12,English,IA,1,01226_B/f.a
8527,F,23,16,English,NY,4,00011_B/f.a;00034_A/f.a;00090_A/f.a;00140_A/f.a
8531,F,45,2,English,IL,1,00882_B/f.a
8538,F,28,12,English,IL,1,00479_A/f.a
8539,F,43,18,English,OH,2,01030_A/f.a;03909_A/f.a
8543,M,20,12,English,Canada,1,03414_B/m.a
8545,F,41,12,English,PA,1,02774_A/f.a
8555,F,51,12,German,IL,3,00713_B/m.a;04324_A/m.a;04988_A/m.a
8557,M,28,16,English,UT,2,00800_A/f.a;04452_B/f.a
8559,F,50,15,English,NY,1,02123_B/f.a
8564,F,29,14,English,TN,2,01374_A/f.a;01506_A/f.a
8566,F,40,16,English,CA,1,07709_B/f.a
8569,F,29,14,English,IA,1,01267_B/f.a
8571,F,27,15,English,GA,2,00490_A/f.a;06014_A/f.a
8575,F,29,22,English,CA,2,01165_A/f.a;06183_B/f.a
8576,F,55,12,English,OH,2,03759_B/f.a;04643_A/f.a
8577,F,22,13,English,OK,3,00912_B/f.a;05875_A/f.a;06162_A/f.a
8581,F,21,15,English,OH,1,00849_A/f.a
8582,M,18,14,English,CA,2,00830_B/m.a;03165_A/m.a
8587,F,39,14,English,CA,3,01328_B/f.a;05941_A/f.a;06248_A/f.a
8594,F,32,13,English,NJ,2,00926_B/f.a;07108_A/f.a
8597,F,40,13,English,PA,1,01174_B/f.a
8602,M,21,16,English,FL,2,00740_B/m.a;04889_A/m.a
8604,F,25,12,English,NC,1,01129_B/f.a
8609,F,29,21,English,NC,3,00134_A/f.a;00188_A/f.a;05883_A/f.a
8611,F,35,14,English,GA,3,00322_A/f.a;06347_A/f.a;06917_A/f.a
8612,M,52,18,English,TX,1,01205_B/m.a
8614,F,70,11,English,NY,3,00595_B/f.a;03093_A/f.a;06249_B/f.a
8617,F,43,12,English,OH,1,00383_B/f.a
8623,M,40,14,English,MO,1,00911_A/m.a
8626,F,33,16,English,SC,1,00574_A/f.a
8628,F,34,16,English,ID,2,00723_B/f.a;01826_A/f.a
8629,F,46,16,English,CO,1,00496_B/f.a
8630,F,44,19,English,OH,3,01249_B/f.a;01399_B/f.a;03724_B/f.a
8635,F,19,14,English,IL,1,01270_B/f.a
8636,F,48,10,English,VA,1,00741_A/f.a
8639,F,27,16,Spanish,FL,2,01219_A/f.a;01591_A/f.a
8640,M,21,16,English,MA,3,00865_B/m.a;03896_A/m.a;04146_B/m.a
8641,F,58,12,English,PA,1,00724_A/f.a
8649,M,34,16,English,NA,1,00433_B/m.a
8651,M,38,20,English,IA,1,03842_B/m.a
8653,M,54,14,English,MD,1,00425_A/m.a
8660,F,23,16,English,NY,2,00519_B/f.a;03297_A/f.a
8663,M,31,17,English,NY,1,00308_A/m.a
8664,F,38,18,English,MD,2,01026_B/f.a;01849_A/f.a
8666,F,40,12,English,IL,2,01639_A/f.a;03383_A/f.a
8667,F,61,16,English,TX,1,00446_B/f.a
8668,F,19,12,English,PA,1,04494_A/m.a
8672,NA,NA,NA,English,NA,1,00659_A/f.a
8674,F,42,16,English,MA,2,00842_A/f.a;06856_A/f.a
8676,F,26,20,English,PA,1,00795_A/f.a
8683,F,39,18,English,CA,1,00812_A/f.a
8684,F,36,14,English,NY,1,04734_A/f.a
8689,F,56,16,English,GA,1,00254_A/f.a
8693,F,27,18,English,MN,1,00366_A/f.a
8695,F,54,12,English,SC,1,06530_B/f.a
8696,M,30,16,Hindi,India,1,00591_B/m.o
8697,F,34,17,English,OH,2,00525_A/f.a;02810_A/f.a
8699,F,49,12,English,OH,1,00720_A/f.a
8700,M,26,20,Chinese,NA,1,00241_B/m.o
8702,F,27,18,English,NJ,1,00323_A/f.a
8704,M,20,14,English,NH,1,00654_A/m.a
8705,F,35,16,English,PA,1,00608_A/f.a
8706,M,18,13,English,NY,1,00538_B/m.a
8707,F,40,16,English,NY,1,00770_B/m.a
8715,F,23,12,English,NY,1,00838_A/f.a
8722,M,45,18,English,Uganda,1,00420_A/m.a
8724,F,20,15,English,MA,3,00833_B/f.a;01772_A/f.a;02124_B/f.a
8726,F,40,16,English,PA,2,00968_A/f.a;01399_A/f.a
8727,F,32,12,English,AL,1,00659_B/f.a
8729,F,39,18,English,OH,1,00921_A/f.a
8733,M,24,17,English,MI,1,00146_B/m.a
8736,F,50,14,English,CA,3,01206_B/f.a;01954_B/f.a;08059_A/f.a
8737,F,24,16,English,PA,1,00256_B/f.a
8739,F,37,16,English,NY,1,00532_A/f.a
8745,F,32,20,English,NJ,2,00138_B/f.a;00190_B/f.a
8746,M,43,18,Italian,Canada,2,01227_A/m.a;02017_A/m.a
8748,F,51,13,English,OK,2,01383_B/f.a;01554_A/f.a
8750,M,41,18,English,PA,1,00713_A/m.a
8751,F,46,16,English,OH,2,00985_B/f.a;04553_B/f.a
8754,M,34,16,Spanish,Peru,2,03313_B/m.o;03821_A/m.o
8756,F,21,14,English,PA,4,01344_B/f.a;01365_A/f.a;01614_A/f.a;01629_A/f.a
8760,F,56,12,English,GA,1,01255_B/f.a
8761,F,34,15,English,TN,2,01152_A/f.a;05973_B/f.a
8762,F,37,12,English,NY,1,03401_B/f.a
8763,F,49,14,English,TN,2,00488_B/f.a;06573_B/f.a
8765,F,50,20,English,NA,3,01131_A/f.a;01354_A/f.a;03404_A/f.a
8767,M,38,20,Hindi and Kashmiri,India,2,04528_A/m.o;04700_A/m.o
8773,F,22,14,English,TX,1,00542_A/f.a
8774,M,31,24,English,PA,2,00040_B/m.a;00204_B/m.a
8776,F,32,12,English,NY,2,00517_B/f.a;08115_B/f.a
8777,F,36,12,English,WI,3,00771_A/f.a;06611_A/f.a;07197_A/f.a
8778,F,25,16,English,KS,3,00977_A/f.a;01455_A/f.a;03571_A/f.a
8780,F,56,12,English,OH,3,00646_A/f.a;01649_A/f.a;01730_B/f.a
8781,F,49,15,English,CA,1,01304_A/f.a
8784,F,20,12,English,IL,1,00262_B/f.a
8795,M,30,12,English,MO,3,00450_A/f.a;02064_B/f.a;03052_A/f.a
8796,F,23,14,English,ND,3,00540_A/f.a;02637_B/f.a;03981_A/f.a
8798,F,45,12,English,CA,2,01032_A/f.a;01378_A/f.a
8800,F,24,19,English,NC,1,06091_A/f.a
8804,F,29,24,Danish,NA,3,00236_A/f.o;00268_B/f.o;03928_A/m.a
8811,F,65,15,English,MO,4,01232_A/f.o;08229_A/f.a;08546_B/f.a;11010_B/f.a
8814,F,53,13,English,MI,2,00934_B/f.a;01402_A/f.a
8816,F,27,17,English,FL,3,00885_A/f.a;05933_B/f.a;06233_B/f.a
8817,F,28,18,English,GA,1,08782_B/f.a
8830,M,37,19,English,GA,1,00618_A/m.a
8833,M,40,18,English,IL,1,00875_B/m.a
8835,F,36,12,English,GA,1,01315_B/f.a
8836,M,35,16,English,GA,3,01179_A/m.a;02997_B/m.a;05237_B/m.a
8839,F,31,12,English,KY,1,00858_B/f.a
8840,F,42,12,English,CA,2,01165_B/f.a;04202_B/f.a
